userid,actionType1,actionType2,actionType3,actionType4,actionType5,actionType6,actionType7,actionType8,actionType9,user_purchase_orderType01_times,if_exist_rate_largerthan_2,user_click_num,user_click_rate,user_purchase_num,user_open_app_num,user_purchase_rate,user_orderType0_rate_largerthan_2,actionType234_after_submit_last_order,tages_num,keywords_num,browse_product_num_by_day,firstType,daoshuType1,daoshuType2,daoshuType3,to_closest_1_time,to_closest_2_time,to_closest_2_time_interval_mean,to_closest_2_time_interval_min,to_closest_3_dist,to_closest_3_time,to_closest_3_time_interval_mean,to_closest_3_time_interval_min,to_closest_4_time,to_closest_4_time_interval_min,to_closest_5_time,to_closest_5_dist,to_closest_5_time_interval_mean,to_closest_5_time_interval_min,to_closest_5_time_interval_max,to_closest_5_time_interval_var,to_closest_6_time,to_closest_6_time_interval_mean,to_closest_6_time_interval_min,to_closest_6_time_interval_max,to_closest_6_time_interval_var,to_closest_7_time,to_closest_7_time_interval_mean,to_closest_7_time_interval_min,to_closest_7_time_interval_max,to_closest_7_time_interval_var,to_closest_8_dist,to_closest_8_time,to_closest_8_time_interval_mean,to_closest_8_time_interval_min,to_closest_8_time_interval_var,to_closest_9_time,to_closest_9_time_interval_mean,to_closest_9_time_interval_var,to_closest_9_time_interval_mean_multi_var,interval_mean,interval_var,interval_min,interval_lastvale1,interval_lastvale2,interval_lastvale3,interval_lasetvale4,interval_last3_mean,interval_last3_var,first_interval
110380773128,47,0,0,0,64,32,0,12,4,9.0,,159,4.8,4.0,47.0,8.51,1.0,0.0,8.0,0.0,0.7,1,6,5.0,5.0,18.0,,,,,,,,,,13.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,2960404.0,98680.13,4.0,221463444668.0,14132549.0,116797.93,643533796384.0,13641756452.3,100370.72,498385210755.2,1,13,5,294,13,104.0,18060.67,185
110380971226,2,0,0,0,4,3,0,0,0,,,9,0.27,0.0,2.0,0.0,,,,,0.78,6,6,5.0,5.0,87.0,,,,,,,,,,84.0,1.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,10791.75,619054421.94,3,84,3,9871,146,3319.33,21463261.56,15
110383071522,8,0,0,0,11,6,2,0,0,,,27,0.82,0.0,8.0,0.0,,,,,0.7,1,7,6.0,6.0,3012.0,,,,,,,,,,533.0,2.0,266.5,12.0,521.0,64770.25,521.0,521.0,521.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,566347.46,5429585285522.32,3,521,12,106,1452,213.0,48904.67,11900969
110383271228,11,0,0,0,11,5,1,0,0,,,28,0.85,0.0,11.0,0.0,,,,,0.61,1,7,6.0,6.0,1047.0,,,,,,,,,,1040.0,2.0,520.0,334.0,706.0,34596.0,334.0,334.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,306111.07,567823420995.4,2,334,706,7,3354406,349.0,81546.0,124913
110383471025,1,0,0,0,2,2,1,0,0,,,6,0.18,0.0,1.0,0.0,,,,,0.83,1,7,6.0,6.0,869.0,,,,,,,,,,64.0,2.0,32.0,14.0,50.0,324.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,173.8,59182.56,14,50,14,656,37,240.0,86744.0,112
110383473726,11,0,3,0,6,0,0,0,0,,,20,0.6,0.0,11.0,0.0,,,0.0,0.0,0.45,1,3,3.0,3.0,69.0,,,,0.0,0.0,0.0,0.0,,,9267839.0,8.0,1158479.88,3.0,5358308.0,3530417751190.0,,,,,,,,,,,,,,,,,,,,700879.05,1913306092643.31,2,3,4,62,5358308,23.0,760.67,164
110383573621,1,0,0,0,0,0,0,0,0,,,1,0.03,0.0,1.0,0.0,,,,,0.0,1,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,3,4,62,5358308,0.0,0.0,0
110383671221,2,5,1,4,8,4,1,0,0,,,25,0.75,0.0,2.0,0.0,,,,,0.92,1,7,6.0,6.0,1056.0,18540.0,3708.0,20.0,15.0,19540.0,1302.67,5.0,19659.0,5.0,1026.0,3.0,342.0,20.0,514.0,51922.67,492.0,492.0,492.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,835.71,12079315.04,5,492,514,20,30,342.0,51922.67,165
110383673325,11,0,0,0,19,12,0,0,0,,,42,1.27,0.0,11.0,0.0,,,0.0,0.0,0.74,1,6,5.0,5.0,59.0,,,,,,,,,,11.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,516966.61,1783153419709.36,1,11,18,26,4,18.33,37.56,5
110383873720,8,0,0,0,5,3,0,0,0,,,16,0.48,0.0,8.0,0.0,,,0.0,2.0,0.5,1,6,5.0,5.0,81.0,,,,,,,,,,58.0,1.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,580576.6,2945986062951.84,1,58,1,3,19,20.67,697.56,1231300
110383971220,2,0,0,0,3,1,0,0,0,,,6,0.18,0.0,2.0,0.0,,,,,0.67,1,6,5.0,5.0,358.0,,,,,,,,,,147.0,1.0,147.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2283.4,19175210.64,6,147,205,6,11040,119.33,6982.89,19
110384573324,12,2,1,4,16,4,3,1,1,2.0,,44,1.33,1.0,12.0,8.33,,1.0,,,0.73,5,7,6.0,6.0,1040.0,738580.0,20516.11,1.0,4.0,83345.0,20836.25,125.0,738568.0,1.0,260.0,2.0,130.0,125.0,135.0,25.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,693508.0,22371.23,1.0,1582095207.47,693499.0,23116.63,1617607110.57,534378582.557,18021.05,1246875868.7,1,135,125,780,82305,346.67,93905.56,27
110385012629,1,0,0,0,4,7,0,0,0,,,12,0.36,0.0,1.0,0.0,,,,,0.92,1,6,6.0,6.0,19621179.0,,,,,,,,,,833.0,5.0,166.6,13.0,326.0,14828.64,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1783743.55,31813261518193.88,9,170,274,13,326,152.33,11509.56,9
110385016222,5,0,0,0,17,4,0,3,3,,,32,0.97,3.0,5.0,60.0,,,,,0.84,1,1,1.0,1.0,0.0,,,,,,,,,,20377249.0,2.0,10188624.5,8759964.0,11617285.0,2041070824260.0,21951011.0,3135858.71,13.0,11617285.0,20724943065600.0,,,,,,6.0,21950695.0,3658449.17,13.0,22267394776800.0,21950682.0,4390136.4,23508676487600.0,19273297610600.0,708608.97,6398196003312.22,2,11617285,8759964,1485498,21386,7287582.33,18192805188396.22,51
110385173723,4,0,0,0,11,1,0,1,1,,,18,0.54,1.0,4.0,25.0,,,6.0,5.0,0.78,1,1,5.0,5.0,0.0,,,,,,,,,,2083188.0,1.0,2083188.0,2083188.0,2083188.0,0.0,3119490.0,207966.0,1.0,2083188.0,276121082861.0,,,,,,14.0,3119473.0,222819.5,1.0,292534620417.0,3119452.0,239957.85,310925162802.0,57579769776.6,183517.65,248119165877.88,1,2083188,4,42,66181,694411.33,964350315179.56,39
110385312120,8,0,0,0,27,16,0,0,0,,,51,1.54,0.0,8.0,0.0,,,4.0,6.0,0.84,1,1,1.0,1.0,0.0,,,,,,,,,,5826812.0,2.0,2913406.0,2910208.0,2916604.0,10227204.0,7845395.0,603491.92,5.0,2916604.0,1108626536390.0,,,,,,,,,,,,,,,200484.18,415418586227.67,5,2910208,2916604,16,1341794,1942276.0,1886193771936.0,4387
110385312128,21,0,0,0,18,10,0,0,0,,,49,1.48,0.0,21.0,0.0,,,0.0,0.0,0.57,1,1,6.0,6.0,0.0,,,,,,,,,,328.0,2.0,164.0,20.0,308.0,20736.0,308.0,308.0,308.0,308.0,0.0,,,,,,,,,,,,,,,344044.44,1564172021644.66,5,308,20,1357,5,561.67,330101.56,6010582
110385312324,0,0,2,0,1,1,1,0,0,,,5,0.15,0.0,0.0,0.0,,,,,1.0,3,7,6.0,6.0,,,,,3.0,165.0,55.0,7.0,,,158.0,2.0,79.0,61.0,97.0,324.0,61.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,49.5,1116.75,7,61,97,7,33,55.0,1368.0,33
110385312523,31,0,0,0,59,8,0,0,0,,,98,2.96,0.0,31.0,0.0,,,0.0,2.0,0.68,1,5,5.0,5.0,80575.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1358119.0,31584.16,4.0,346628.0,4619160109.53,,,,,,,,,,,,,,,36380.87,17637177011.77,2,80567,8,7802,70431,29459.0,1316138238.0,74045
110385312628,9,0,0,0,11,8,0,1,0,1.0,,29,0.88,0.0,9.0,0.0,1.0,0.0,0.0,2.0,0.69,5,6,5.0,5.0,171.0,,,,,,,,,,158.0,1.0,158.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,925023.0,185004.6,13.0,112164036355.0,,,,,292711.29,1084506029162.63,5,158,13,72341,32,24170.67,1160194010.89,36
110385312824,16,0,0,0,37,30,5,0,0,,,88,2.66,0.0,16.0,0.0,,,,,0.82,5,5,1.0,1.0,16.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,756627.0,378313.5,16.0,756611.0,143108998506.0,1901985.0,380397.0,16.0,1145238.0,232104180948.0,,,,,,,,,,236159.25,1057530334651.84,3,16,756611,101,19,252242.67,127193709038.89,47
110385314628,14,0,1,0,14,9,3,2,2,2.0,,45,1.36,2.0,14.0,14.29,1.0,0.0,2.0,0.0,0.69,1,7,6.0,6.0,277.0,,,,35.0,1715173.0,49004.94,2.0,,,268.0,3.0,89.33,17.0,165.0,3656.22,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,214082.0,11267.47,7.0,455864322.14,214074.0,11893.0,473755737.56,141443449.0,49860.05,26414208946.32,2,17,86,165,9,89.33,3656.22,417133
110385315621,5,0,0,0,13,18,0,0,0,,,36,1.09,0.0,5.0,0.0,,,5.0,4.0,0.86,1,6,6.0,6.0,234.0,,,,,,,,,,38.0,2.0,19.0,10.0,28.0,81.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,18075.77,10395419169.72,5,28,10,14,8,17.33,59.56,28
110385316620,19,0,0,0,49,13,1,0,0,,,82,2.48,0.0,19.0,0.0,,,,,0.77,5,7,5.0,5.0,4324474.0,,,,,,,,,,4323563.0,1.0,4323563.0,4323563.0,4323563.0,0.0,4496288.0,562036.0,65.0,4323563.0,2022598336010.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,97954.46,244281904695.85,5,4323563,677,169,65,1441469.67,4153231034032.89,81
110385362624,3,0,0,0,6,2,0,0,0,,,11,0.33,0.0,3.0,0.0,,,,,0.73,5,1,5.0,5.0,0.0,,,,,,,,,,85580.0,1.0,85580.0,85580.0,85580.0,0.0,89861.0,22465.25,69.0,85580.0,1330463788.69,,,,,,,,,,,,,,,26384.0,3060154312.0,2,85580,69,4080,132,29909.67,1552274360.22,2
110385366326,8,0,0,0,12,4,0,0,0,,,24,0.72,0.0,8.0,0.0,,,,,0.67,1,6,6.0,6.0,150.0,,,,,,,,,,35.0,3.0,11.67,7.0,20.0,34.89,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,119947.04,256440572926.48,2,7,20,8,2,11.67,34.89,179527
110385373629,17,0,0,0,8,4,0,0,0,,,29,0.88,0.0,17.0,0.0,,,,,0.41,1,1,1.0,1.0,0.0,,,,,,,,,,604803.0,4.0,151200.75,6.0,395225.0,27163586907.2,604744.0,302372.0,209519.0,395225.0,8621679609.0,,,,,,,,,,,,,,,649434.71,7644601510854.13,4,209519,395225,6,53,201583.33,26064497062.89,8
110385373827,4,0,0,0,13,4,1,1,1,1.0,,24,0.72,1.0,4.0,25.0,,0.0,,,0.83,5,6,5.0,5.0,5525658.0,,,,,,,,,,58.0,1.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,863448.0,215862.0,3.0,863377.0,139758558856.0,3.0,863445.0,287815.0,10.0,165635808306.0,863435.0,431717.5,186329923940.0,186379999806.0,263010.35,442308736778.05,1,58,863377,10,3,287815.0,165635808306.0,114037
110385471529,44,0,0,0,41,6,0,0,0,,,91,2.75,0.0,44.0,0.0,,,,,0.52,5,6,6.0,6.0,289.0,,,,,,,,,,182.0,2.0,91.0,68.0,114.0,529.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,76753.74,45946667371.66,5,114,68,15,92,65.67,1636.22,92
110385573120,12,0,5,0,0,0,0,0,0,,,17,0.51,0.0,12.0,0.0,,,,,0.29,1,3,3.0,3.0,1230.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,831811.06,9714460259651.43,8,150,1080,119773,712,40334.33,3155395030.89,12826
110385573320,12,0,0,0,10,6,0,3,0,1.0,,31,0.94,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.61,1,6,5.0,5.0,3445.0,,,,,,,,,,3418.0,1.0,3418.0,3418.0,3418.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.0,2224363.0,111218.15,6.0,38268602880.9,,,,,614987.1,6841826871316.69,4,3418,21,6,708748,1148.33,2575730.89,627989
110385616720,31,1,0,0,26,16,1,3,1,1.0,,79,2.39,1.0,31.0,3.23,1.0,1.0,0.0,4.0,0.61,1,7,6.0,6.0,270.0,1974555.0,246819.38,9.0,,,,,,,255.0,2.0,127.5,106.0,149.0,462.25,106.0,106.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6336688.0,275508.17,9.0,514903847296.0,6509464.0,209982.71,395040548659.0,44092738498.9,309434.09,2831815503443.95,4,106,149,15,88683,90.0,3120.67,5
110385671520,9,0,10,10,5,3,1,0,0,,,38,1.15,0.0,9.0,0.0,,,0.0,0.0,0.76,1,7,6.0,6.0,70.0,,,,4.0,39101.0,9775.25,7.0,39126.0,2.0,63.0,2.0,31.5,20.0,43.0,132.25,43.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,369282.32,2092641885409.79,2,43,20,7,39031,23.33,221.56,19
110386073124,10,3,0,0,14,7,2,1,1,1.0,,38,1.15,1.0,10.0,10.0,,1.0,,,0.74,1,7,6.0,6.0,196.0,596226.0,33123.67,11.0,,,,,,,128.0,2.0,64.0,61.0,67.0,9.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,596274.0,29813.7,11.0,12729204957.1,596259.0,31382.05,13349968513.2,984833062.202,168128.7,410086267450.32,3,67,61,35,33,54.33,192.89,63938
110387171020,20,0,0,0,10,1,0,0,0,,,31,0.94,0.0,20.0,0.0,,,,,0.35,1,5,1.0,1.0,13.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3973256.0,441472.89,2.0,3144323.0,945209615397.0,,,,,,,,,,,,,,,489786.1,2036068238566.76,2,13,3144323,290455,2,1144930.33,2012844943654.22,10961
110387171029,3,0,0,0,3,1,0,1,1,,,9,0.27,1.0,3.0,33.33,,,,,0.67,1,1,5.0,5.0,0.0,,,,,,,,,,8209547.0,1.0,8209547.0,8209547.0,8209547.0,0.0,25105931.0,4184321.83,2.0,16896304.0,41305075929700.0,,,,,,5.0,25105892.0,5021178.4,2.0,45364117636700.0,25105869.0,6276467.25,48826396561100.0,39394041140300.0,3138264.62,34261513997497.98,2,8209547,2,16,16896304,2736521.67,14977003149686.89,34
110387371525,24,14,4,7,10,7,0,2,1,,,69,2.08,1.0,24.0,4.17,,,0.0,4.0,0.65,1,1,1.0,1.0,0.0,1598538.0,799269.0,605105.0,21.0,1598919.0,76139.0,2.0,1598540.0,2.0,1598905.0,20.0,79945.25,2.0,993433.0,61261817163.3,24005475.0,585499.39,2.0,7284987.0,2261083873520.0,,,,,,63.0,28837036.0,457730.73,2.0,1604257754650.0,28837015.0,465113.15,1626699376500.0,216330242303.0,424084.13,1500562006052.61,2,605105,993433,2,18,532846.67,167094825328.22,9
110387471021,17,0,0,0,17,12,1,3,0,3.0,,50,1.51,0.0,17.0,0.0,,0.0,,,0.66,1,6,5.0,5.0,1950.0,,,,,,,,,,87.0,1.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.0,671.5,87.0,1256.0,341640.25,17.0,12124298.0,713194.0,2.0,2897622951720.0,,,,,374169.41,1320162484164.24,2,87,1256,165,427,502.67,284769.56,10
110387571225,1,0,0,0,2,1,0,0,0,,,4,0.12,0.0,1.0,0.0,,,,,0.75,1,6,5.0,5.0,168.0,,,,,,,,,,78.0,1.0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,56.0,248.0,42,78,48,42,0,56.0,248.0,42
110387673123,23,1,0,0,30,17,1,0,0,,,72,2.17,0.0,23.0,0.0,,,,,0.68,1,7,6.0,6.0,223.0,180.0,45.0,3.0,,,,,,,149.0,2.0,74.5,53.0,96.0,462.25,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,292647.9,708781765339.89,1,53,96,28,3,59.0,788.67,541433
110387673129,32,0,7,2,30,6,0,0,0,,,77,2.32,0.0,32.0,0.0,,,,,0.58,1,6,5.0,5.0,61.0,,,,14.0,982561.0,70182.93,5.0,1084601.0,5.0,56.0,1.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,282867.82,1199152784121.26,1,56,5,217950,9,72670.33,10553091206.89,8661260
110387973425,17,0,0,0,4,2,1,1,1,1.0,,26,0.79,1.0,17.0,5.88,1.0,0.0,0.0,0.0,0.35,1,7,6.0,6.0,237.0,,,,,,,,,,191.0,2.0,95.5,74.0,117.0,462.25,117.0,117.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6759591.0,482827.93,13.0,406665213002.0,6759578.0,519967.54,418636243745.0,270366242654.0,354735.68,333247715001.26,5,117,74,46,185050,79.0,852.67,11399
110388073722,10,0,0,0,16,9,0,2,0,3.0,,37,1.12,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.73,5,6,5.0,5.0,304.0,,,,,,,,,,116.0,1.0,116.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.0,167910.0,10494.38,1.0,585645495.23,,,,,208552.11,851188472799.27,1,116,49,115,1,93.33,982.89,50
110388971223,40,7,0,0,36,7,3,4,2,4.0,,99,2.99,2.0,40.0,5.0,1.0,0.0,4.0,0.0,0.6,1,7,6.0,6.0,357.0,963366.0,50703.47,4.0,,,,,,,343.0,2.0,171.5,24.0,319.0,21756.25,319.0,319.0,319.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,299620.0,42802.86,14.0,9043947024.69,299604.0,49934.0,10195299139.7,2493404356.0,298866.46,1786916561080.25,1,319,24,14,275222,119.0,20016.67,122
110388971520,1,0,0,0,1,1,0,0,0,,,3,0.09,0.0,1.0,0.0,,,,,0.67,1,6,5.0,5.0,59.0,,,,,,,,,,25.0,1.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,29.5,20.25,25,25,34,0,0,19.67,206.89,34
110389573121,3,0,0,0,9,0,0,1,0,,,13,0.39,0.0,3.0,0.0,,,,,0.77,1,5,5.0,5.0,170.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.0,21041744.0,3506957.33,5.0,61492556330900.0,,,,,1885631.25,33456747178242.86,5,5,24,12,117,13.67,61.56,48
110389671522,1,0,0,0,0,0,0,0,0,,,1,0.03,0.0,1.0,0.0,,,,,0.0,1,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,5,24,12,117,0.0,0.0,0
110389773427,3,0,0,0,3,1,0,0,0,,,7,0.21,0.0,3.0,0.0,,,7.0,0.0,0.57,1,6,5.0,5.0,104.0,,,,,,,,,,94.0,1.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,30943.0,1913622198.0,2,94,2,8,90089,34.67,1766.22,16
110389973427,1,0,0,0,0,0,0,0,0,,,1,0.03,0.0,1.0,0.0,,,,,0.0,1,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,94,2,8,90089,0.0,0.0,0
110479017377,2,0,0,0,1,2,0,2,2,,,9,0.27,2.0,2.0,100.0,,,,,0.78,1,1,9.0,9.0,0.0,,,,,,,,,,2060.0,7.0,294.29,3.0,990.0,144063.35,1224.0,244.8,3.0,990.0,142423.36,,,,,,2.0,1015.0,507.5,25.0,232806.25,990.0,990.0,0.0,980100.0,259.0,134771.0,3,990,25,3,33,339.33,211764.22,12
110479317372,7,0,0,0,6,1,0,0,0,,,14,0.42,0.0,7.0,0.0,,,,,0.5,1,5,5.0,5.0,1456926.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1456922.0,242820.33,2.0,1236873.0,200824181612.0,,,,,,,,,,,,,,,126864.23,105754547245.41,2,3,61791,2,158248,20598.67,848404162.89,928
110700035264,1,0,0,0,0,0,0,0,0,,,1,0.03,0.0,1.0,0.0,,,,,0.0,1,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,3,61791,2,158248,0.0,0.0,0
110700035561,8,17,1,24,12,1,0,0,0,,,63,1.9,0.0,8.0,0.0,,,,,0.87,5,5,2.0,2.0,36.0,5.0,5.0,5.0,40.0,1712083.0,42802.07,5.0,884718.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18075729.0,301262.15,2.0,13261445.0,3023297746050.0,,,,,,,,,,,,,,,293478.95,2927705153986.43,2,5,31,883975,707,294670.33,173639995190.22,119897
110700035669,4,0,0,0,6,2,1,0,1,1.0,,14,0.42,1.0,4.0,25.0,1.0,0.0,3.0,0.0,0.71,7,6,5.0,5.0,127.0,,,,,,,,,,108.0,1.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,925138.0,71164.46,8.0,668160.0,31332424121.6,,,,,,925117.0,77093.08,33486528232.1,5943342983.89,71164.46,31332424121.63,8,108,11,8,98775,42.33,2157.56,21
110700135961,5,0,0,0,6,9,1,0,0,,,21,0.63,0.0,5.0,0.0,,,,,0.76,1,1,6.0,6.0,0.0,,,,,,,,,,133272.0,2.0,66636.0,8.0,133264.0,4439290384.0,133264.0,133264.0,133264.0,133264.0,0.0,133306.0,44435.33,8.0,133264.0,3945266123.56,,,,,,,,,,965876.25,15930407538267.29,4,133264,8,34,101,44435.33,3945266123.56,179548
110700218262,7,0,0,0,18,1,0,2,0,,,28,0.85,0.0,7.0,0.0,,,10.0,4.0,0.75,1,1,1.0,1.0,0.0,,,,,,,,,,13991926.0,3.0,4663975.33,3300489.0,6865297.0,2468960035700.0,14636705.0,975780.33,3.0,6865297.0,3908236564070.0,,,,,,6.0,13992163.0,2332027.17,3.0,6672462274850.0,,,,,609459.04,2378963167934.11,3,3300489,3826140,6865297,3,4663975.33,2468960035701.56,112
110700335262,2,2,0,2,2,0,0,0,0,,,8,0.24,0.0,2.0,0.0,,,,,0.75,1,1,4.0,4.0,0.0,335325.0,167662.5,4.0,,,,,335321.0,335321.0,335405.0,4.0,83851.25,4.0,335321.0,21079012275.7,,,,,,,,,,,,,,,,,,,,47933.43,13765270639.39,4,335321,4,66,14,111797.0,24981489928.67,12
110700433860,33,0,0,0,27,6,2,2,0,3.0,,70,2.11,0.0,33.0,0.0,1.0,0.0,8.0,0.0,0.53,1,7,6.0,6.0,1573.0,,,,,,,,,,295.0,2.0,147.5,99.0,196.0,2352.25,196.0,196.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10113114.0,224735.87,2.0,204084534963.0,,,,,390394.22,3865572008900.87,2,196,99,1278,37005,524.33,285574.89,30123
110700635167,31,0,0,0,34,10,0,8,4,6.0,,87,2.63,4.0,31.0,12.9,,0.0,,,0.64,1,6,5.0,5.0,2320044.0,,,,,,,,,,19.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,15.0,85743.0,5716.2,2.0,383569967.76,81203.0,20300.75,1147420865.69,412120450.562,65286.37,46106552276.61,2,19,78952,54,2178,26341.67,1383923790.89,7897
110700835260,6,0,0,0,7,2,0,0,0,,,15,0.45,0.0,6.0,0.0,,,,,0.6,1,6,5.0,5.0,705.0,,,,,,,,,,696.0,1.0,696.0,696.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,12184.29,404176551.35,9,696,9,854,72740,519.67,134550.89,1784
110701035264,2,0,0,0,1,1,0,0,0,,,4,0.12,0.0,2.0,0.0,,,0.0,0.0,0.5,1,6,5.0,5.0,138.0,,,,,,,,,,134.0,1.0,134.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1506599.0,4539265284616.67,4,134,4,4519659,0,1506599.0,4539265284616.67,4519659
110701118065,0,0,0,0,0,0,1,0,0,,,1,0.03,0.0,0.0,0.0,,,,,1.0,7,7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,134,4,4519659,0,0.0,0.0,0
110701135064,39,0,0,0,28,14,1,1,1,1.0,,84,2.54,1.0,39.0,2.56,1.0,0.0,1.0,3.0,0.54,1,7,6.0,6.0,682.0,,,,,,,,,,239.0,2.0,119.5,49.0,190.0,4970.25,49.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6888443.0,237532.52,3.0,255381677574.0,6888432.0,246015.43,262415618019.0,60523591798.1,121235.88,108013958711.72,2,49,190,120,72,119.67,3313.56,61
110701335267,20,9,12,14,41,5,0,0,0,,,101,3.05,0.0,20.0,0.0,,,,,0.8,1,4,5.0,5.0,223.0,16650.0,3330.0,1.0,2.0,143.0,71.5,6.0,0.0,0.0,137.0,1.0,137.0,137.0,137.0,0.0,16962.0,2827.0,1.0,16427.0,37002857.67,,,,,,,,,,,,,,,303158.06,1015608034464.06,1,137,6,1,79,48.0,3964.67,7
110701335366,30,0,0,0,0,0,0,0,0,,,30,0.91,0.0,30.0,0.0,,,,,0.0,1,1,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239994.0,110830596118.76,14,1361244,946294,70392,137088,792643.33,289520744667.56,37943
110701335663,5,0,0,0,5,5,2,0,0,1.0,,17,0.51,0.0,5.0,0.0,,0.0,,,0.71,1,7,6.0,6.0,1175.0,,,,,,,,,,104.0,2.0,52.0,41.0,63.0,121.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,351696.19,942701178848.53,2,63,41,9,28,37.67,491.56,48
110701410468,0,0,0,0,0,0,1,0,0,,,1,0.03,0.0,0.0,0.0,,,,,1.0,7,7,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0,63,41,9,28,0.0,0.0,0
110701414168,0,2,3,0,12,5,2,0,0,1.0,,24,0.72,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,5,7,6.0,6.0,,231.0,46.2,4.0,4.0,219.0,54.75,4.0,,,210.0,2.0,105.0,18.0,192.0,7569.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,115.78,40430.78,2,192,18,5,4,71.67,7268.22,529
